geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,cc,cc2,admin1,admin2,admin3,admin4,population,dem,timezone,moddate
4047159,Belcher Chapel,Belcher Chapel,"Belcher Chapel,Belchers Chapel",34.20871,-86.00247,S,CH,US,,AL,049,,,0,347,348,America/Chicago,2007-02-14
4047160,Sugar Creek Church,Sugar Creek Church,,39.06094,-79.92202,S,CH,US,,WV,001,,,0,508,507,America/New_York,2006-01-15
4047161,Belcher Creek,Belcher Creek,,33.06873,-85.36217,H,STM,US,,AL,017,,,0,220,228,America/Chicago,2010-02-14
4047162,Sugarcamp School (historical),Sugarcamp School (historical),,38.8351,-80.43092,S,SCH,US,,WV,041,,,0,354,360,America/New_York,2006-01-15
4047163,Bel Air,Bel Air,,33.5851,-86.72138,P,PPL,US,,AL,073,,,0,218,232,America/Chicago,2006-01-15
4047164,Sycamore Cemetery,Sycamore Cemetery,,39.23315,-80.43204,S,CMTY,US,,WV,033,,,0,308,314,America/New_York,2006-01-15
4047165,Belcher Lake,Belcher Lake,,33.34257,-86.68912,H,RSV,US,,AL,117,,,0,185,198,America/Chicago,2011-12-11
4047166,Triplett,Triplett,,38.47649,-81.03594,P,PPL,US,,WV,015,,,0,402,408,America/New_York,2006-01-15
4047167,Belcher Lake Dam,Belcher Lake Dam,,33.34178,-86.68999,S,DAM,US,,AL,117,,,0,198,214,America/Chicago,2006-01-15
4047168,Troy,Troy,"Troy,toroi,trwy,trwy  baty wyrjynya,تروی,تروی، باتی ویرجینیا,ٹرائے، مغربی ورجینیا,トロイ",39.01981,-80.76316,P,PPL,US,,WV,021,,,0,229,235,America/New_York,2006-01-15
4047169,Belcher Lumber Company Dam,Belcher Lumber Company Dam,"Belcher Lumber Company Dam,Catfish Lake Dam",33.36844,-86.67999,S,DAM,US,,AL,117,,,0,314,323,America/Chicago,2006-01-15
4047170,Vadis,Vadis,"Vadis,wadys  baty wyrjynya,وادیس، باتی ویرجینیا",39.04231,-80.70232,P,PPL,US,,WV,041,,,0,235,237,America/New_York,2006-01-15
4047171,Belcher Number 1 Mine,Belcher Number 1 Mine,,31.77155,-85.29299,S,MN,US,,AL,005,,,0,133,143,America/Chicago,2010-02-14
4047172,Wanless,Wanless,"Waniess,Wanless",38.43734,-79.90701,P,PPL,US,,WV,075,,,0,918,915,America/New_York,2006-01-15
4047173,Belchers,Belchers,,33.10956,-87.20889,P,PPL,US,,AL,007,,,0,125,121,America/Chicago,2006-01-15
4047174,Westerly,Westerly,"Keeferton,Westerly",37.99233,-81.32066,P,PPL,US,,WV,019,,,0,369,378,America/New_York,2006-01-15
4047175,Belchers Cemetery,Belchers Cemetery,,33.10956,-87.19889,S,CMTY,US,,AL,007,,,0,117,122,America/Chicago,2006-01-15
4047176,Weston Manor,Weston Manor,,39.04648,-80.49565,P,PPL,US,,WV,041,,,0,317,315,America/New_York,2006-01-15
4047177,Belchers Chapel Cemetery,Belchers Chapel Cemetery,,34.20843,-86.00247,S,CMTY,US,,AL,049,,,0,348,348,America/Chicago,2006-01-15
4047178,Wolf Gap,Wolf Gap,,37.63817,-81.4701,T,GAP,US,,WV,109,,,0,625,634,America/New_York,2010-02-19
4047179,Belchers Gap Church,Belchers Gap Church,,34.21093,-86.00053,S,CH,US,,AL,049,,,0,349,350,America/Chicago,2010-02-14
4047180,Worth,Worth,"Worth,wwrt  baty wyrjynya,وورت، باتی ویرجینیا",37.41484,-81.38982,P,PPL,US,,WV,047,,,0,578,583,America/New_York,2006-01-15
4047181,Belew (historical),Belew (historical),,34.99147,-87.43891,P,PPLQ,US,,AL,077,,,0,196,196,America/Chicago,2011-12-11
4047182,Yerba,Yerba,,37.49289,-81.624,P,PPL,US,,WV,047,,,0,425,431,America/New_York,2010-02-19
4047183,Belew Cemetery,Belew Cemetery,,34.83981,-87.38697,S,CMTY,US,,AL,077,,,0,187,187,America/Chicago,2006-01-15
4047184,Rollo Mine,Rollo Mine,,33.82094,-87.05417,S,MN,US,,AL,127,,,0,95,103,America/Chicago,2010-02-14
4047185,Belew Landing (historical),Belew Landing (historical),,34.81036,-87.41224,S,,US,,AL,077,,,0,155,157,America/Chicago,2010-02-14
4047186,Rock Stand,Rock Stand,"Rock Stand,Rockstand",33.2179,-85.40939,S,,US,,AL,111,,,0,357,351,America/Chicago,2010-02-14
4047187,Belew Post Office (historical),Belew Post Office (historical),,34.99147,-87.43891,S,PO,US,,AL,077,,,0,196,196,America/Chicago,2010-02-14
4047188,Rock Spring,Rock Spring,,33.04012,-85.25828,H,SPNG,US,,AL,017,,,0,197,214,America/Chicago,2010-02-14
4047189,Belfast Bar,Belfast Bar,,32.67736,-88.05446,T,BAR,US,,AL,063,,,0,22,31,America/Chicago,2010-02-14
4047190,North Charleston,North Charleston,,38.37426,-81.68429,P,PPL,US,,WV,039,,,0,179,181,America/New_York,2006-01-15
4047191,Belforest,Belforest,"Belforest,bei er fu li si te,blfwrst,blfwrst  alabama,بلفورست,بلفورست، آلاباما,貝爾福里斯特",30.6038,-87.85249,P,PPL,US,,AL,003,,,0,46,52,America/Chicago,2006-01-15
4047192,Rickwood Field,Rickwood Field,,33.50221,-86.85574,S,STDM,US,,AL,073,,,0,166,173,America/Chicago,2017-03-26
4047193,Belforest Cemetery,Belforest Cemetery,,30.5888,-87.83944,S,CMTY,US,,AL,003,,,0,43,45,America/Chicago,2006-01-15
4047194,Rhodes,Rhodes,"Rhodes,Rhodes Station",31.57822,-86.69164,P,PPL,US,,AL,013,,,0,88,89,America/Chicago,2006-01-15
4047195,Belforest Church,Belforest Church,,30.59297,-87.83555,S,CH,US,,AL,003,,,0,43,46,America/Chicago,2006-01-15
4047196,Giles,Giles,,33.2315,-87.15083,P,PPL,US,,AL,007,,,0,196,202,America/Chicago,2006-01-15
4047197,Belforest School,Belforest School,,30.59741,-87.83555,S,SCH,US,,AL,003,,,0,45,49,America/Chicago,2006-01-15
4047198,Brighton,Brighton,"Brajton,Brighton,Woodward Crossing,Брайтон",33.43428,-86.94721,P,PPL,US,,AL,073,,,2862,155,161,America/Chicago,2017-03-09
4047199,Belgreen,Belgreen,"Bel Green,Belgreen,Bell Green,Belle Green",34.47482,-87.86642,P,PPL,US,,AL,059,,,129,246,248,America/Chicago,2011-05-14
4047200,Braggs,Braggs,,32.05042,-86.79554,P,PPL,US,,AL,085,,,0,87,88,America/Chicago,2006-01-15
4047201,Belgreen Cemetery,Belgreen Cemetery,"Belgreen Cemetery,New Belgreen Cemetery",34.48065,-87.86365,S,CMTY,US,,AL,059,,,0,257,262,America/Chicago,2010-02-14
4047202,Bear Creek,Bear Creek,,30.27215,-87.7136,H,INLT,US,,AL,003,,,0,2,11,America/Chicago,2006-01-15
4047203,Belgreen High School,Belgreen High School,,34.47454,-87.86531,S,SCH,US,,AL,059,,,0,246,246,America/Chicago,2010-02-14
4047204,Akron,Akron,"Acorn,Akron,Акрон",32.87652,-87.74251,P,PPL,US,,AL,065,,,337,40,41,America/Chicago,2017-03-09
4047205,Belgreen Spring Branch,Belgreen Spring Branch,,34.53648,-88.04698,H,STM,US,,AL,059,,,0,158,158,America/Chicago,2006-01-15
4047206,Barnes,Barnes,"Barnes,Barnes Cross Roads,Barnes Crossroads,Burns",31.54267,-85.67438,P,PPL,US,,AL,045,,,0,151,158,America/Chicago,2006-01-15
4047207,Belcher Gap,Belcher Gap,,34.20982,-86.00108,T,GAP,US,,AL,049,,,0,348,347,America/Chicago,2006-01-15
4047208,Ashford Post Office,Ashford Post Office,,31.18624,-85.23537,S,PO,US,,AL,069,,,0,76,81,America/Chicago,2016-12-06
4047209,Belk Junior High School,Belk Junior High School,,33.64094,-87.9328,S,SCH,US,,AL,057,,,0,104,109,America/Chicago,2006-01-15
4047210,Bailey Brook,Bailey Brook,,33.33233,-86.83971,H,STM,US,,AL,117,,,0,116,131,America/Chicago,2006-01-15
4047211,Belk Post Office,Belk Post Office,,33.64761,-87.93141,S,PO,US,,AL,057,,,0,97,95,America/Chicago,2010-02-14
4047212,Bluff,Bluff,,33.82066,-87.90641,P,PPL,US,,AL,057,,,0,150,152,America/Chicago,2010-02-14
4047213,Belknap,Belknap,,32.20625,-87.01388,P,PPL,US,,AL,047,,,0,47,52,America/Chicago,2006-01-15
4047214,Bee Ridge,Bee Ridge,,33.29234,-86.93332,T,RDGE,US,,AL,073,,,0,181,191,America/Chicago,2006-01-15
4047215,Bell,Bell,,33.33901,-87.96058,P,PPL,US,,AL,107,,,0,98,104,America/Chicago,2010-02-14
4047216,Bear Creek Cemetery,Bear Creek Cemetery,,33.37261,-85.40384,S,CMTY,US,,AL,111,,,0,325,326,America/Chicago,2010-02-19
4047217,Bell (historical),Bell (historical),,34.5287,-86.50332,S,,US,,AL,089,,,0,175,174,America/Chicago,2010-02-14
4047218,Beaver Pond,Beaver Pond,,31.2554,-86.12153,H,LK,US,,AL,031,,,0,44,50,America/Chicago,2011-12-11
4047219,Bell Baptist Church,Bell Baptist Church,,32.6118,-85.49856,S,CH,US,,AL,081,,,0,209,221,America/Chicago,2006-01-15
4047220,Blue Spring,Blue Spring,,34.67317,-86.13976,H,SPNG,US,,AL,071,,,0,185,186,America/Chicago,2011-12-11
4047221,Bell Bluff,Bell Bluff,,34.5587,-86.63555,T,CLF,US,,AL,089,,,0,172,177,America/Chicago,2006-01-15
4047222,Bethel,Bethel,"Bethel,Manti",31.70071,-86.91415,P,PPL,US,,AL,035,,,0,115,122,America/Chicago,2010-02-14
4047223,Bell Branch,Bell Branch,,31.54544,-86.46552,H,STM,US,,AL,041,,,0,63,80,America/Chicago,2006-01-15
4047224,Bethel Church,Bethel Church,,32.20515,-85.18994,S,CH,US,,AL,113,,,0,91,97,America/Chicago,2006-01-15
4047225,Belk,Belk,"Belk,Mulberry Tank Junction",33.64761,-87.93141,P,PPL,US,,AL,057,,,210,97,95,America/Chicago,2017-03-09
4047226,Gaston Bar,Gaston Bar,,32.42625,-86.82582,T,BAR,US,,AL,047,,,0,27,34,America/Chicago,2010-09-05
4047227,Bell Branch,Bell Branch,,30.53325,-88.36334,H,STM,US,,AL,097,,,0,11,21,America/Chicago,2006-01-15
4047228,Devaney Cemetery,Devaney Cemetery,,34.52315,-87.72475,S,CMTY,US,,AL,059,,,0,261,266,America/Chicago,2006-01-15
4047229,Bell Branch,Bell Branch,,33.43373,-88.26198,H,STM,US,,AL,107,,,0,82,87,America/Chicago,2006-01-15
4047230,Cherokee Memory Gardens,Cherokee Memory Gardens,,34.13093,-85.66607,S,CMTY,US,,AL,019,,,0,189,189,America/Chicago,2006-01-15
4047231,Bell Brewer Cemetery,Bell Brewer Cemetery,,31.78155,-87.96667,S,CMTY,US,,AL,025,,,0,33,40,America/Chicago,2006-01-15
4047232,Bussey Lake Dam,Bussey Lake Dam,,32.42681,-84.9866,S,DAM,US,,AL,113,,,0,69,73,America/New_York,2010-02-14
4047233,Bell Cemeteries,Bell Cemeteries,,32.38292,-87.36139,S,CMTY,US,,AL,047,,,0,50,53,America/Chicago,2006-01-15
4047234,Bruce Pond Number Three,Bruce Pond Number Three,,32.49847,-85.35828,H,RSV,US,,AL,081,,,0,152,156,America/Chicago,2006-01-15
4047235,Bell Cemetery,Bell Cemetery,,32.10348,-86.27719,S,CMTY,US,,AL,101,,,0,99,104,America/Chicago,2006-01-15
4047236,Buffalo,Buffalo,,31.40294,-86.01689,S,,US,,AL,031,,,0,116,124,America/Chicago,2010-02-14
4047237,Bell Cemetery,Bell Cemetery,,33.50678,-88.07753,S,CMTY,US,,AL,107,,,0,111,108,America/Chicago,2010-02-14
4047238,Cedar Grove Cemetery,Cedar Grove Cemetery,,33.24011,-86.85388,S,CMTY,US,,AL,117,,,0,135,137,America/Chicago,2006-01-15
4047239,Bell Cemetery,Bell Cemetery,,32.69791,-88.26086,S,CMTY,US,,AL,119,,,0,71,73,America/Chicago,2010-02-14
4047240,C E Boyd Dam,C E Boyd Dam,,32.65347,-88.25503,S,DAM,US,,AL,119,,,0,60,59,America/Chicago,2006-01-15
4047241,Bell Cemetery,Bell Cemetery,,32.0232,-87.28249,S,CMTY,US,,AL,131,,,0,85,89,America/Chicago,2006-01-15
4047242,Capital City Boys Club,Capital City Boys Club,,32.36264,-86.34136,S,BLDG,US,,AL,101,,,0,50,50,America/Chicago,2006-01-15
4047243,Bell Chapel Cemetery,Bell Chapel Cemetery,,32.86124,-85.34828,S,CMTY,US,,AL,017,,,0,242,242,America/Chicago,2010-02-14
4047244,Crossroad,Crossroad,,34.50564,-86.05026,P,PPL,US,,AL,071,,,0,362,356,America/Chicago,2010-02-14
4047245,Bell Church,Bell Church,"Bell Church,Belle Church",34.63065,-87.05307,S,CH,US,,AL,103,,,0,180,186,America/Chicago,2006-01-15
4047246,Comer Field,Comer Field,,31.45267,-85.62772,L,PRK,US,,AL,045,,,0,113,125,America/Chicago,2006-01-15
4047247,Bell City (historical),Bell City (historical),,33.39345,-87.60667,S,,US,,AL,125,,,0,82,81,America/Chicago,2010-02-14
4047248,Chriswood Golf Course,Chriswood Golf Course,,34.8059,-86.85554,S,RECG,US,,AL,083,,,0,226,230,America/Chicago,2013-03-07
4047249,Bell Creek,Bell Creek,,31.1399,-87.48721,H,STM,US,,AL,053,,,0,60,71,America/Chicago,2006-01-15
4047250,Churntown,Churntown,,34.40287,-87.66531,P,PPL,US,,AL,059,,,0,320,321,America/Chicago,2006-01-15
4047251,Bell Building,Bell Building,,33.48233,-86.90749,S,BLDG,US,,AL,073,,,0,195,200,America/Chicago,2006-01-15
4047252,Cowpens,Cowpens,,33.0354,-85.82274,P,PPL,US,,AL,123,,,0,264,265,America/Chicago,2006-01-15
4047253,Bell Creek,Bell Creek,,31.16934,-85.78493,H,STM,US,,AL,061,,,0,30,44,America/Chicago,2010-02-14
4047254,County Line Church,County Line Church,,33.19512,-85.75163,S,CH,US,,AL,027,,,0,306,306,America/Chicago,2006-01-15
4047255,Bell Creek,Bell Creek,,34.35621,-87.0714,H,STM,US,,AL,103,,,0,183,190,America/Chicago,2006-01-15
4047256,Courtland High School,Courtland High School,,34.66731,-87.30252,S,SCH,US,,AL,079,,,0,173,174,America/Chicago,2006-01-15
4047257,Bell Dam,Bell Dam,,33.67344,-85.55662,S,DAM,US,,AL,029,,,0,286,292,America/Chicago,2006-01-15
4047258,Gardner Hill,Gardner Hill,"Gardner Hill,Jim Gardner Hill",33.68038,-85.79108,T,MT,US,,AL,015,,,0,393,382,America/Chicago,2010-02-14
4047259,Bell Ford Bar,Bell Ford Bar,,33.23207,-88.27837,T,BAR,US,,AL,107,,,0,41,42,America/Chicago,2006-01-15
4047260,Elmore Post Office,Elmore Post Office,,32.54079,-86.31533,S,PO,US,,AL,051,,,0,61,66,America/Chicago,2016-12-06
4047261,Bell Hill,Bell Hill,,34.60954,-86.57277,T,MT,US,,AL,089,,,0,284,280,America/Chicago,2006-01-15
4047262,Dry Cemetery,Dry Cemetery,,31.89265,-86.39747,S,CMTY,US,,AL,041,,,0,153,159,America/Chicago,2006-01-15
4047263,Bell Island,Bell Island,,33.42233,-86.33887,T,ISL,US,,AL,115,,,0,120,129,America/Chicago,2010-02-14
4047264,Doliska,Doliska,"Doliska,Doliska Station",33.71177,-87.10111,P,PPL,US,,AL,127,,,0,106,117,America/Chicago,2006-01-15
4047265,Bell Lake,Bell Lake,,33.17668,-85.35107,H,LK,US,,AL,111,,,0,239,242,America/Chicago,2011-12-11
4047266,Doolans,Doolans,"Dolans,Doolans",34.17621,-86.19859,P,PPL,US,,AL,055,,,0,289,295,America/Chicago,2010-02-14
4047267,Bell Lake,Bell Lake,"Bell Lake,Rogers Lake",32.96034,-88.20602,H,RSV,US,,AL,119,,,0,36,40,America/Chicago,2011-12-11
4047268,Ellis Wise Dam,Ellis Wise Dam,,31.2685,-86.02661,S,DAM,US,,AL,031,,,0,72,81,America/Chicago,2010-02-14
4047269,Bell Lake,Bell Lake,,33.2753,-87.55803,H,RSV,US,,AL,125,,,0,82,90,America/Chicago,2011-12-11
4047270,Eastside Mine,Eastside Mine,,33.8251,-87.05556,S,MN,US,,AL,127,,,0,118,133,America/Chicago,2010-02-14
4047271,Bell Lane Baptist Church,Bell Lane Baptist Church,"Bell Lane Baptist Church,Bell Lane Church",32.88429,-86.62609,S,CH,US,,AL,021,,,0,207,206,America/Chicago,2006-01-15
4047272,Eliska,Eliska,,31.35267,-87.68305,P,PPL,US,,AL,099,,,0,44,45,America/Chicago,2006-01-15
4047273,Bell Lane Cemetery,Bell Lane Cemetery,,32.88429,-86.62665,S,CMTY,US,,AL,021,,,0,207,207,America/Chicago,2006-01-15
4047274,Foster Mine,Foster Mine,,33.40595,-85.59496,S,MN,US,,AL,111,,,0,262,264,America/Chicago,2010-02-14
4047275,Bell Meadows,Bell Meadows,,32.34125,-86.19719,P,PPLX,US,,AL,101,,,0,78,84,America/Chicago,2007-02-14
4047276,First Church,First Church,,34.72092,-86.58805,S,CH,US,,AL,089,,,0,189,191,America/Chicago,2006-01-15
4047277,Bell Mills,Bell Mills,"Bell Mills,Bells Mill",33.6165,-85.47468,P,PPL,US,,AL,029,,,0,262,266,America/Chicago,2006-01-15
4047278,Enon School (historical),Enon School (historical),,34.30426,-86.78389,S,SCH,US,,AL,043,,,0,317,325,America/Chicago,2010-02-19
4047279,Belmount Methodist Church,Belmount Methodist Church,"Bell Mount Church,Belmont Church,Belmount Methodist Church",31.90487,-88.41503,S,CH,US,,AL,023,,,0,67,75,America/Chicago,2010-09-05
4047280,Faith Church,Faith Church,,33.9626,-85.5569,S,CH,US,,AL,019,,,0,209,217,America/Chicago,2010-02-19
4047281,Bell Park,Bell Park,,32.46847,-86.47747,L,PRK,US,,AL,001,,,0,63,64,America/Chicago,2006-01-15
4047282,Fort McDermott,Fort McDermott,,30.67075,-87.91722,P,PPL,US,,AL,003,,,0,39,42,America/Chicago,2006-01-15
4047283,Bell Plaza Shopping Center,Bell Plaza Shopping Center,,32.38264,-86.19108,S,MALL,US,,AL,101,,,0,67,68,America/Chicago,2006-01-15
4047284,Flat Branch,Flat Branch,,31.26156,-87.76666,H,INLT,US,,AL,003,,,0,5,16,America/Chicago,2006-01-15
4047285,Bell Point,Bell Point,,34.52398,-86.60888,T,MT,US,,AL,103,,,0,387,383,America/Chicago,2006-01-15
4047286,Flowers Cemetery,Flowers Cemetery,,31.66961,-85.78883,S,CMTY,US,,AL,109,,,0,128,125,America/Chicago,2010-02-14
4047287,Bell Quarter Hill,Bell Quarter Hill,,34.77676,-88.02893,T,MT,US,,AL,033,,,0,214,216,America/Chicago,2010-02-14
4047288,Revelation Church,Revelation Church,,33.85316,-86.65971,S,CH,US,,AL,009,,,0,165,178,America/Chicago,2006-01-15
4047289,Bell Rattle Cemetery,Bell Rattle Cemetery,,32.98151,-86.26442,S,CMTY,US,,AL,037,,,0,232,242,America/Chicago,2010-02-14
4047290,McVay,McVay,,31.60683,-87.89556,P,PPL,US,,AL,025,,,0,130,131,America/Chicago,2010-09-05
4047291,Bell School,Bell School,"Bell School,Bell-Gilmore Vocational School,Eddie H Gilmore Western Area Vocational School,W A Bell High School,W A Bell Junior High School",33.399,-87.00555,S,SCH,US,,AL,073,,,0,148,155,America/Chicago,2006-01-15
4047292,Johns,Johns,,33.36178,-87.10972,P,PPL,US,,AL,073,,,0,144,146,America/Chicago,2006-01-15
4047293,Bell School (historical),Bell School (historical),,34.39426,-85.65413,S,SCH,US,,AL,049,,,0,414,417,America/Chicago,2006-01-15
4047294,Hobdy,Hobdy,,31.81516,-85.53161,P,PPL,US,,AL,005,,,0,164,170,America/Chicago,2006-01-15
4047295,Bell School (historical),Bell School (historical),,31.07129,-85.6191,S,SCH,US,,AL,061,,,0,71,81,America/Chicago,2010-02-14
4047296,Harmon,Harmon,,33.03207,-87.27333,P,PPL,US,,AL,007,,,0,98,99,America/Chicago,2006-01-15
4047297,Bell Sink,Bell Sink,,34.81842,-87.85114,H,SWMP,US,,AL,077,,,0,146,147,America/Chicago,2006-01-15
4047298,Goodyear Dam,Goodyear Dam,,34.0151,-85.98497,S,DAM,US,,AL,055,,,0,163,165,America/Chicago,2010-02-14
4047299,Bell Sink Pond,Bell Sink Pond,"Ann Pond,Bell Sink Pond",34.82242,-87.8464,H,LK,US,,AL,077,,,0,146,152,America/Chicago,2011-12-11
4047300,Gray Dam,Gray Dam,,33.47844,-85.52996,S,DAM,US,,AL,111,,,0,348,348,America/Chicago,2006-01-15
4047301,Bell Spring,Bell Spring,,34.88744,-85.99595,H,SPNG,US,,AL,071,,,0,194,197,America/Chicago,2011-12-11
4047302,Higdon Cemetery,Higdon Cemetery,,34.32871,-86.91556,S,CMTY,US,,AL,103,,,0,181,190,America/Chicago,2010-02-14
4047303,Bell Spring,Bell Spring,,34.31899,-86.91612,H,SPNG,US,,AL,103,,,0,249,269,America/Chicago,2010-02-14
4047304,Henley Cemetery,Henley Cemetery,,31.79127,-87.74361,S,CMTY,US,,AL,025,,,0,108,105,America/Chicago,2006-01-15
4047305,Bell Springs,Bell Springs,"Bell Springs,Powell",34.31732,-86.91528,P,PPL,US,,AL,103,,,0,272,271,America/Chicago,2010-02-14
4047306,Heritage Heights,Heritage Heights,,31.331,-85.79633,P,PPLX,US,,AL,031,,,0,105,109,America/Chicago,2007-02-14
4047307,Bell Springs Cemetery,Bell Springs Cemetery,"Bell Springs Cemetery,Wilhite Station Cemetery",34.31843,-86.90889,S,CMTY,US,,AL,103,,,0,281,274,America/Chicago,2010-02-14
4047308,Jackson Springs (historical),Jackson Springs (historical),,31.5085,-87.87722,S,,US,,AL,025,,,0,17,28,America/Chicago,2010-02-14
4047309,Bell Station,Bell Station,,32.33014,-86.19385,P,PPL,US,,AL,101,,,0,76,80,America/Chicago,2006-01-15
4047310,Hurricane Cemetery,Hurricane Cemetery,,31.07851,-85.65466,S,CMTY,US,,AL,061,,,0,66,71,America/Chicago,2006-01-15
4047311,Bell Station (historical),Bell Station (historical),,32.47903,-88.38837,S,,US,,AL,119,,,0,61,65,America/Chicago,2013-03-07
4047312,Horse Creek,Horse Creek,"Horse Creek,Horse Rock Creek",33.80233,-87.38473,H,STM,US,,AL,127,,,0,91,103,America/Chicago,2006-01-15
4047313,Bell Store,Bell Store,,34.88786,-85.99248,S,,US,,AL,071,,,0,199,197,America/Chicago,2010-02-14
4047314,Host,Host,"Burnout,Host,Host Crossroads",31.491,-86.26718,S,,US,,AL,041,,,0,139,148,America/Chicago,2010-02-14
4047315,Bell Street Baptist Church Number One,Bell Street Baptist Church Number One,,32.37153,-86.32497,S,CH,US,,AL,101,,,0,75,76,America/Chicago,2007-02-14
4047316,Jackson Ford,Jackson Ford,,34.84342,-87.7342,R,RDJCT,US,,AL,077,,,0,144,152,America/Chicago,2010-02-14
4047317,Bell Street Baptist Church Number Two,Bell Street Baptist Church Number Two,,32.37097,-86.32858,S,CH,US,,AL,101,,,0,77,80,America/Chicago,2007-02-14
4047318,Indigo,Indigo,,31.36128,-85.83272,P,PPLX,US,,AL,031,,,0,103,113,America/Chicago,2007-02-14
4047319,Bell-Merrill,Bell-Merrill,,31.2124,-85.4116,P,PPL,US,,AL,069,,,0,89,93,America/Chicago,2006-01-15
4047320,Isle Dauphin Country Club,Isle Dauphin Country Club,,30.24465,-88.10278,S,RSRT,US,,AL,097,,,0,3,6,America/Chicago,2010-02-14
4047321,Bellamy,Bellamy,,32.44903,-88.13363,P,PPL,US,,AL,119,,,543,34,37,America/Chicago,2011-05-14
4047322,McLellan Mine,McLellan Mine,,33.33011,-85.88496,S,MN,US,,AL,027,,,0,387,402,America/Chicago,2006-01-15
4047323,Bellamy Branch,Bellamy Branch,"Bellamy Branch,Bellamy Creek",32.38292,-85.19994,H,STM,US,,AL,113,,,0,87,107,America/Chicago,2006-01-15
4047324,Lewis Lawson Dam,Lewis Lawson Dam,,32.60013,-87.73334,S,DAM,US,,AL,065,,,0,29,28,America/Chicago,2006-01-15
4047325,Bell Factory,Bell Factory,"Bell Factory,Bell Factory Station",34.82398,-86.47388,P,PPL,US,,AL,089,,,0,214,212,America/Chicago,2006-01-15
4047326,Kincaid Mine,Kincaid Mine,,33.56677,-86.55221,S,MN,US,,AL,073,,,0,232,237,America/Chicago,2006-01-15
4047327,Bellamy Post Office,Bellamy Post Office,,32.44931,-88.13474,S,PO,US,,AL,119,,,0,35,38,America/Chicago,2010-02-14
4047328,Jones Lake,Jones Lake,,33.09395,-87.16967,H,RSV,US,,AL,007,,,0,106,104,America/Chicago,2011-12-11
4047329,Bellas Hess Shopping Center,Bellas Hess Shopping Center,,32.32847,-86.32386,S,MALL,US,,AL,101,,,0,54,57,America/Chicago,2006-01-15
4047330,Key,Key,,34.1026,-85.5344,P,PPL,US,,AL,019,,,0,195,196,America/Chicago,2010-02-14
4047331,Belle Chene,Belle Chene,,30.63825,-88.14361,P,PPLX,US,,AL,097,,,0,25,37,America/Chicago,2010-02-14
4047332,Lane Cemetery,Lane Cemetery,,34.83176,-87.97309,S,CMTY,US,,AL,033,,,0,174,182,America/Chicago,2006-01-15
4047333,Belle Creek,Belle Creek,,33.59178,-87.74585,H,STM,US,,AL,057,,,0,96,106,America/Chicago,2010-02-14
4047334,Kingdom School,Kingdom School,,33.15845,-86.5572,S,SCH,US,,AL,117,,,0,140,151,America/Chicago,2006-01-15
4047335,Bellamy Church,Bellamy Church,,32.45542,-88.12224,S,CH,US,,AL,119,,,0,27,32,America/Chicago,2010-02-14
4047336,Lamar,Lamar,,33.39678,-85.39523,P,PPL,US,,AL,111,,,0,293,299,America/Chicago,2010-02-14
4047337,Belle Ellen Baptist Church (historical),Belle Ellen Baptist Church (historical),,33.12706,-87.06333,S,CH,US,,AL,007,,,0,154,154,America/Chicago,2007-02-14
4047338,Masons Mill (historical),Masons Mill (historical),,33.0104,-86.74499,S,,US,,AL,043,,,0,190,189,America/Chicago,2010-02-14
4047339,Belle Haven,Belle Haven,,33.46094,-86.8886,P,PPL,US,,AL,073,,,0,162,167,America/Chicago,2006-01-15
4047340,Log Shoals,Log Shoals,,33.08623,-87.61862,T,BAR,US,,AL,125,,,0,29,37,America/Chicago,2006-01-15
4047341,Belle Landing (historical),Belle Landing (historical),"Bell Landing,Belle Landing (historical),Bells Landing",31.79682,-87.42166,S,,US,,AL,099,,,0,15,16,America/Chicago,2010-02-14
4047342,Lexington Bar,Lexington Bar,,32.16125,-87.24638,T,BAR,US,,AL,047,,,0,24,27,America/Chicago,2006-01-15
4047343,Belle Mina,Belle Mina,"Bella Mina,Belle Mina,Bellemina,bei li mi na,bl myna,bl myna  alabama,بل مینا,بل مینا، آلاباما,ベル・ミナ,貝里米納",34.65676,-86.87917,P,PPL,US,,AL,083,,,0,183,186,America/Chicago,2006-01-15
4047344,Littles Bar,Littles Bar,,32.94513,-88.18031,T,BAR,US,,AL,063,,,0,33,36,America/Chicago,2006-01-15
4047345,Belle Mina Methodist Church,Belle Mina Methodist Church,,34.65231,-86.87889,S,CH,US,,AL,083,,,0,186,190,America/Chicago,2006-01-15
4047346,Maples Lake Dam,Maples Lake Dam,,30.90852,-88.075,S,DAM,US,,AL,097,,,0,33,41,America/Chicago,2010-02-14
4047347,Belle Mont,Belle Mont,"Belle Mont,Thornton Plantation",34.66198,-87.66707,S,HSE,US,,AL,033,,,0,172,172,America/Chicago,2017-03-16
4047348,Lumbull,Lumbull,"Bull,Lumbull",34.25315,-87.73142,P,PPL,US,,AL,093,,,0,282,281,America/Chicago,2010-02-14
4047349,Belle Rose (historical),Belle Rose (historical),"Belle Rose (historical),Belrose",30.62658,-87.91833,S,,US,,AL,003,,,0,1,12,America/Chicago,2010-02-14
